Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Partisan Lean,Primary %,Won Primary,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,Party Support?,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,Party,Rep Party Support?,Trump Endorsed?,Bannon Endorsed?,Great America Endorsed?,NRA Endorsed?,Right to Life Endorsed?,Susan B. Anthony Endorsed?,Club for Growth Endorsed?,Koch Support?,House Freedom Support?,Tea Party Endorsed?,Main Street Endorsed?,Chamber Endorsed?,FEC_name,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS
Jess Phoenix,CA,U.S. House California District 25,Representative,Regular,6/5/18,Lost,None,None,2.02,13.24,No,White,No,No,No,No,Yes,No,No,No,Yes,,,,Yes,No,,,,,,Democrat,,,,,,,,,,,,,,"PHOENIX, JESS",H8CA25082,"PHOENIX, JESS",C,1.0,DEM,495219.91,0.0,495181.29,0.0,0.0,38.62,2645.7,0.0,0.0,0.0,0.0,0.0,483087.19,CA,25.0,,,,,,3850.0,0.0,12/31/2018,12836.13,0.0
Katie Hill,CA,U.S. House California District 25,Representative,Regular,6/5/18,Advanced,None,On the Ballot,2.02,42.970001,Yes,White,No,Yes,No,No,No,No,Yes,Yes,Yes,,,,No,No,,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mary Pallant,CA,U.S. House California District 25,Representative,Regular,6/5/18,Lost,None,None,2.02,5.54,No,White,No,No,No,No,No,No,No,No,,,,,No,No,,,,,,Democrat,,,,,,,,,,,,,,"PALLANT, MARY",H6CA24246,"PALLANT, MARY",C,1.0,DEM,8295.09,0.0,8295.09,0.0,0.0,0.0,3338.09,2700.0,0.0,67.91,0.0,2632.09,2257.0,CA,25.0,,,,,,0.0,0.0,06/30/2018,0.0,0.0
Andy Thorburn,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,2.99,20.440001,No,White,No,No,No,Yes,No,No,No,No,Yes,,,,Yes,,,No,,No,,Democrat,,,,,,,,,,,,,,"THORBURN, ANDY",H8CA39182,"THORBURN, ANDY",O,1.0,DEM,3161418.81,0.0,3161380.92,0.0,0.0,37.89,26000.0,2860900.0,0.0,0.0,0.0,0.0,272314.92,CA,39.0,,,,,,0.0,0.0,12/31/2018,59422.55,0.0
Gil Cisneros,CA,U.S. House California District 39,Representative,Regular,6/5/18,Advanced,None,On the Ballot,2.99,43.23,Yes,Nonwhite,Yes,No,No,Yes,No,No,Yes,No,Yes,,,,No,,,No,,Yes,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbert Lee,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,2.99,9.4200001,No,Nonwhite,No,No,No,Yes,Yes,No,No,No,No,,,,No,,,No,,No,,Democrat,,,,,,,,,,,,,,"LEE, HERBERT",H8CA39299,"LEE, HERBERT",O,1.0,DEM,1064247.19,0.0,1057258.46,0.0,0.0,6988.73,0.0,1064246.19,0.0,0.0,0.0,249053.16,1.0,CA,39.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0
Mai Khanh Tran,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,2.99,11.69,No,Nonwhite,No,No,No,Yes,Yes,No,No,Yes,Yes,,,,No,,,No,,No,,Democrat,,,,,,,,,,,,,,"TRAN, KHANH",H8CA17097,"TRAN, KHANH",C,1.0,DEM,7265.0,0.0,7208.91,0.0,0.0,56.09,0.0,265.0,0.0,0.0,0.0,265.0,7000.0,CA,17.0,,,,,,0.0,0.0,06/15/2018,0.0,0.0
Sam Jammal,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,2.99,11.98,No,Nonwhite,No,No,No,No,No,Yes,No,No,Yes,,,,No,,,Yes,,No,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzi Park Leggett,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,2.99,3.24,No,Nonwhite,No,No,No,No,No,No,No,No,No,,,,No,,,No,,No,,Democrat,,,,,,,,,,,,,,"LEGGETT, SUZI",H8CA39257,"LEGGETT, SUZI",O,1.0,DEM,43295.81,0.0,43295.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43295.81,CA,39.0,,,,,,0.0,0.0,12/31/2018,5195.46,0.0
Jessica Morse,CA,U.S. House California District 4,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-18.16,49.099998,Yes,White,No,No,No,No,No,No,,,Yes,,,,No,No,,Yes,,,,Democrat,,,,,,,,,,,,,,"MORSE, JESSICA",H8CA04210,"MORSE, JESSICA",C,1.0,DEM,3813237.37,157804.39,3711060.21,0.0,0.0,102177.16,231.81,0.0,0.0,0.0,0.0,0.0,3432526.88,CA,4.0,,,,,,218561.69,1978.46,12/31/2018,43157.27,700.0
Regina Bateson,CA,U.S. House California District 4,Representative,Regular,6/5/18,Lost,None,None,-18.16,30.07,No,White,No,No,No,No,No,No,,,Yes,,,,No,No,,No,,,,Democrat,,,,,,,,,,,,,,"BATESON, REGINA",H8CA04194,"BATESON, REGINA",C,1.0,DEM,804901.59,0.0,804901.59,0.0,0.0,0.0,1766.99,0.0,0.0,0.0,0.0,0.0,794000.5,CA,4.0,,,,,,0.0,0.0,08/09/2018,47110.95,0.0
Robert Lawton,CA,U.S. House California District 4,Representative,Regular,6/5/18,Lost,None,None,-18.16,5.25,No,White,No,No,No,No,No,No,,,No,,,,No,No,,No,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roza Calderon,CA,U.S. House California District 4,Representative,Regular,6/5/18,Lost,None,None,-18.16,15.57,No,Nonwhite,No,No,No,No,Yes,No,,,Yes,,,,Yes,Yes,,No,,,,Democrat,,,,,,,,,,,,,,"CALDERON, ROZA I",H8CA04202,"CALDERON, ROZA I",C,1.0,DEM,97376.41,0.0,32122.37,0.0,0.0,66106.84,0.0,55000.0,0.0,0.0,0.0,55000.0,42376.41,CA,4.0,,,,,,0.0,0.0,03/31/2018,2700.0,0.0
Julia Peacock,CA,U.S. House California District 42,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-15.31,76.019997,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,Yes,,,,Democrat,,,,,,,,,,,,,,"PEACOCK, JULIA",H8CA42228,"PEACOCK, JULIA",C,1.0,DEM,159046.35,0.0,149914.01,0.0,0.0,9480.05,0.0,0.0,0.0,0.0,0.0,8459.29,153292.78,CA,42.0,,,,,,4709.54,749.03,12/31/2018,53.7,0.0
Norman Quintero,CA,U.S. House California District 42,Representative,Regular,6/5/18,Lost,None,None,-15.31,23.98,No,Nonwhite,No,No,No,No,No,No,,,No,,,,,,,No,,,,Democrat,,,,,,,,,,,,,,"QUINTERO, NORMAN",H8CA42244,"QUINTERO, NORMAN",C,1.0,DEM,136211.3,0.0,136211.3,0.0,0.0,0.0,250.0,124006.73,0.0,0.0,0.0,0.0,11954.57,CA,42.0,,,,,,0.0,0.0,11/23/2018,0.0,0.0
Brian Forde,CA,U.S. House California District 45,Representative,Regular,6/5/18,Lost,None,None,-1.4299999,13.06,No,White,No,No,No,No,Yes,Yes,No,No,Yes,,No,,No,,No,,,,,Democrat,,,,,,,,,,,,,,"FORDE, BRIAN",H8CA45189,"FORDE, BRIAN",C,1.0,DEM,1701475.61,0.0,1473652.99,0.0,0.0,227572.62,5400.0,0.0,0.0,0.0,0.0,0.0,1674530.55,CA,45.0,,,,,,12500.0,0.0,12/31/2018,112515.53,0.0
Dave Min,CA,U.S. House California District 45,Representative,Regular,6/5/18,Lost,None,None,-1.4299999,38.740002,No,Nonwhite,No,No,No,No,No,No,No,No,Yes,,No,,No,,No,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katie Porter,CA,U.S. House California District 45,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-1.4299999,44.040001,Yes,White,No,No,No,No,No,No,Yes,Yes,Yes,,Yes,,Yes,,Yes,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia Hamadanchy,CA,U.S. House California District 45,Representative,Regular,6/5/18,Lost,None,None,-1.4299999,4.1500001,No,Nonwhite,No,No,No,No,No,No,No,No,Yes,,No,,Yes,,No,,,,,Democrat,,,,,,,,,,,,,,"HAMADANCHY, KIA",H8CA45155,"HAMADANCHY, KIA",C,1.0,DEM,655052.65,0.0,655052.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643822.81,CA,45.0,,,,,,11000.0,0.0,08/24/2018,44840.12,0.0
Deanie Schaarsmith,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,1.79,No,White,No,No,No,No,No,No,No,No,No,,,,,No,,No,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hans Keirstead,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,37.439999,No,White,No,No,No,Yes,Yes,No,No,No,Yes,,,,,No,,No,,,,Democrat,,,,,,,,,,,,,,"KEIRSTEAD, HANS",H8CA48076,"KEIRSTEAD, HANS",C,1.0,DEM,2178356.89,0.0,2074450.17,0.0,0.0,103906.72,155400.0,925000.0,0.0,0.0,0.0,336666.13,974382.28,CA,48.0,,,,,,29700.0,0.0,12/31/2018,51066.92,0.0
Harley Rouda,CA,U.S. House California District 48,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-4.1799998,37.599998,Yes,White,No,No,No,Yes,No,No,Yes,No,Yes,,,,,No,,Yes,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laura Oatman,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,3.01,No,White,No,No,No,No,Yes,No,No,No,No,,,,,Yes,,No,,,,Democrat,,,,,,,,,,,,,,"OATMAN, LAURA",H8CA48043,"OATMAN, LAURA",C,1.0,DEM,244289.89,0.0,228836.79,0.0,0.0,3132.15,13197.23,0.0,0.0,0.0,0.0,0.0,222920.66,CA,48.0,,,,,,0.0,0.0,12/31/2018,24767.7,0.0
Michael Kotick,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,3.26,No,White,No,No,No,No,No,No,No,No,No,,,,,No,,No,,,,Democrat,,,,,,,,,,,,,,"KOTICK, MICHAEL",H8CA48100,"KOTICK, MICHAEL",C,1.0,DEM,531818.3,0.0,528815.97,0.0,0.0,3200.0,134531.68,188525.0,0.0,0.0,0.0,202525.0,205022.65,CA,48.0,,,,,,0.0,0.0,12/31/2018,43565.12,0.0
Omar Siddiqui,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,10.81,No,Nonwhite,No,No,No,Yes,Yes,No,No,No,Yes,,,,,No,,No,,,,Democrat,,,,,,,,,,,,,,"SIDDIQUI, OMAR A.",H8CA48084,"SIDDIQUI, OMAR A.",C,1.0,DEM,1178676.74,0.0,1178676.74,0.0,0.0,0.0,241849.27,750000.0,0.0,750000.0,0.0,0.0,186827.47,CA,48.0,,,,,,0.0,0.0,12/31/2018,14002.42,0.0
Rachel Payne,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,4.4899998,No,White,No,No,No,No,Yes,No,No,Yes,No,,,,,No,,No,,,,Democrat,,,,,,,,,,,,,,"PAYNE, RACHEL",H8CA48159,"PAYNE, RACHEL",C,1.0,DEM,388067.99,0.0,388067.99,0.0,0.0,0.0,94688.53,0.0,0.0,0.0,0.0,0.0,285640.51,CA,48.0,,,,,,5000.0,0.0,12/31/2018,42475.0,0.0
Tony Zarkades,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,1.6,No,White,Yes,No,No,No,Yes,No,No,No,No,,,,,No,,No,,,,Democrat,,,,,,,,,,,,,,"ZARKADES, TONY",H8CA48050,"ZARKADES, TONY",C,1.0,DEM,2200.0,135.0,2983.0,0.0,860.0,78.0,0.0,1700.0,0.0,0.0,0.0,1700.0,500.0,CA,48.0,,,,,,0.0,0.0,06/30/2018,0.0,0.0
Douglas Applegate,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,1.42,25.76,No,White,Yes,No,No,No,No,No,No,No,,,,,,Yes,No,,,Yes,,Democrat,,,,,,,,,,,,,,"APPLEGATE, DOUGLAS LOREN",H6CA49102,"APPLEGATE, DOUGLAS LOREN",O,1.0,DEM,1006600.45,0.0,1069305.57,0.0,63142.53,437.41,0.0,0.0,0.0,0.0,0.0,5500.0,952333.92,CA,49.0,,,,,,37503.0,0.0,12/31/2018,57096.73,5000.0
Mike Levin,CA,U.S. House California District 49,Representative,Regular,6/5/18,Advanced,None,On the Ballot,1.42,34.400002,Yes,White,No,No,No,No,No,No,Yes,No,,,,,,No,Yes,,,No,,Democrat,,,,,,,,,,,,,,"LEVIN, MIKE",H8CA49058,"LEVIN, MIKE",O,1.0,DEM,6055213.14,732115.69,5497153.67,0.0,0.0,558059.47,11525.82,0.0,0.0,0.0,0.0,16101.21,4769047.65,CA,49.0,,,,,,509592.08,6129.23,12/31/2018,65291.47,4924.22
Paul Kerr,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,1.42,8.75,No,White,Yes,No,No,Yes,No,No,No,No,,,,,,No,No,,,No,,Democrat,,,,,,,,,,,,,,"KERR, PAUL",H8CA49066,"KERR, PAUL",O,1.0,DEM,8182261.8,0.0,8182261.8,0.0,0.0,0.0,5715217.54,2000000.0,0.0,2000000.0,0.0,0.0,350943.74,CA,49.0,,,,,,11000.0,0.0,12/31/2018,347045.19,6000.0
Sara Jacobs,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,1.42,31.09,No,White,No,No,No,Yes,No,Yes,No,Yes,,,,,,No,No,,,No,,Democrat,,,,,,,,,,,,,,"JACOBS, SARA",H8CA49074,"JACOBS, SARA",O,1.0,DEM,2905005.64,19000.0,2895016.81,0.0,0.0,9988.83,2155798.19,0.0,0.0,0.0,0.0,0.0,714960.25,CA,49.0,,,,,,13500.0,0.0,12/31/2018,177228.04,1000.0
Ammar Campa-Najjar,CA,U.S. House California District 50,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-19.48,48.360001,Yes,Nonwhite,No,No,No,No,No,Yes,,,,,,,,Yes,Yes,Yes,,,,Democrat,,,,,,,,,,,,,,"CAMPA-NAJJAR, AMMAR",H8CA50098,"CAMPA-NAJJAR, AMMAR",C,1.0,DEM,4079157.61,71129.59,4076167.49,0.0,0.0,2990.12,0.0,0.0,0.0,0.0,0.0,0.0,3799707.95,CA,50.0,,,,,,190162.52,15785.55,12/31/2018,72443.83,2750.0
Josh Butner,CA,U.S. House California District 50,Representative,Regular,6/5/18,Lost,None,None,-19.48,35.509998,No,White,Yes,No,No,No,No,No,,,,,,,,No,No,No,,Yes,,Democrat,,,,,,,,,,,,,,"BUTNER, JOSH",H8CA50106,"BUTNER, JOSH",C,1.0,DEM,758932.09,105921.96,758932.09,0.0,0.0,0.0,10820.82,5000.0,0.0,5000.0,0.0,0.0,576456.22,CA,50.0,,,,,,60700.0,0.0,07/24/2018,93695.14,0.0
Patrick Malloy,CA,U.S. House California District 50,Representative,Regular,6/5/18,Lost,None,None,-19.48,16.129999,No,White,No,No,No,No,No,No,,,,,,,,No,No,No,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marge Doyle,CA,U.S. House California District 8,Representative,Regular,6/5/18,Lost,None,,-17.33,59.610001,,White,No,Yes,No,No,Yes,No,,,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,"DOYLE, MARGE",H8CA08112,"DOYLE, MARGE",C,1.0,DEM,421369.75,0.0,395128.01,0.0,0.0,34597.45,2018.0,0.0,0.0,0.0,0.0,1420.96,399748.08,CA,8.0,,,,,,3859.8,0.0,12/31/2018,5300.0,0.0
Rita Ramirez,CA,U.S. House California District 8,Representative,Regular,6/5/18,Lost,None,,-17.33,27.67,,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronald O'Donnell,CA,U.S. House California District 8,Representative,Regular,6/5/18,Lost,None,,-17.33,12.71,,White,No,No,No,No,No,No,,,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cary Kennedy,CO,Governor of Colorado,Governor,Regular,6/26/18,Lost,None,None,2.49,24.719999,No,White,No,No,Yes,No,No,No,,Yes,Yes,,,,,,,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donna Lynne,CO,Governor of Colorado,Governor,Regular,6/26/18,Lost,None,None,2.49,7.2800002,No,White,No,No,Yes,No,No,No,,No,No,,,,,,,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Polis,CO,Governor of Colorado,Governor,Regular,6/26/18,Advanced,None,On the Ballot,2.49,44.43,Yes,White,No,Yes,Yes,Yes,No,No,,No,No,,,,,,,,,,,Democrat,,,,,,,,,,,,,,"POLIS, JARED",H8CO02137,"POLIS, JARED",I,1.0,DEM,243221.28,0.0,311144.05,0.0,67922.77,0.0,51433.14,0.0,0.0,0.0,0.0,0.0,175874.34,CO,2.0,,,,,,0.0,0.0,09/30/2018,32525.0,0.0
Michael Johnston,CO,Governor of Colorado,Governor,Regular,6/26/18,Lost,None,None,2.49,23.57,No,White,No,No,Yes,No,No,Yes,,No,No,,,,,,,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Neguse,CO,U.S. House Colorado District 2,Representative,Regular,6/26/18,Advanced,None,On the Ballot,18.040001,65.82,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Williams,CO,U.S. House Colorado District 2,Representative,Regular,6/26/18,Lost,None,None,18.040001,34.18,No,Nonwhite,Yes,No,No,No,No,No,,,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arn Menconi,CO,U.S. House Colorado District 3,Representative,Regular,6/26/18,Lost,None,None,-13.03,8.2200003,No,White,No,No,No,No,No,No,,No,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diane Mitsch Bush,CO,U.S. House Colorado District 3,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-13.03,64.099998,Yes,White,No,No,Yes,No,No,No,,Yes,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,"MITSCH BUSH, DIANE MS.",H8CO03192,"MITSCH BUSH, DIANE MS.",C,1.0,DEM,1910245.26,979.65,1905825.69,55313.58,0.0,4419.57,22277.52,8800.0,0.0,0.0,0.0,8800.0,1792836.79,CO,3.0,,,,,,81205.0,1402.82,12/31/2018,16401.76,3800.0
Karl Hanlon,CO,U.S. House Colorado District 3,Representative,Regular,6/26/18,Lost,None,None,-13.03,27.68,No,White,No,No,No,No,No,No,,No,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,"HANLON, KARL J",H8CO03218,"HANLON, KARL J",C,1.0,DEM,305207.2,0.0,305207.2,0.0,0.0,0.0,7829.61,60174.07,0.0,292.26,0.0,0.0,237053.52,CO,3.0,,,,,,150.0,0.0,10/12/2018,22881.82,0.0
Chase Kohne,CO,U.S. House Colorado District 4,Representative,Regular,6/26/18,Lost,None,None,-24.68,35.32,No,White,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karen McCormick,CO,U.S. House Colorado District 4,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-24.68,64.629997,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,"MCCORMICK, KAREN A DVM",H8CO04091,"MCCORMICK, KAREN A DVM",C,1.0,DEM,976113.46,0.0,952913.55,60000.0,0.0,23199.91,7742.65,13280.0,0.0,13280.0,0.0,0.0,875438.22,CO,4.0,,,,,,35627.59,0.0,12/31/2018,3918.79,0.0
Stephany Rose Spaulding,CO,U.S. House Colorado District 5,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-25.73,100.0,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,Yes,,,,,,Democrat,,,,,,,,,,,,,,"SPAULDING, STEPHANY ROSE",H8CO05130,"SPAULDING, STEPHANY ROSE",C,1.0,DEM,368323.3,0.0,327139.32,0.0,0.0,41183.98,12323.32,0.0,0.0,0.0,0.0,0.0,319567.98,CO,5.0,,,,,,36432.0,0.0,12/31/2018,621.0,0.0
Jason Crow,CO,U.S. House Colorado District 6,Representative,Regular,6/26/18,Advanced,None,On the Ballot,5.4200001,65.940002,Yes,White,Yes,No,No,No,No,No,Yes,,,,,,No,,,,,Yes,,Democrat,,,,,,,,,,,,,,"CROW, JASON",H8CO06229,"CROW, JASON",C,1.0,DEM,5712546.74,964276.91,5667236.29,0.0,0.0,45310.45,0.0,6000.0,0.0,6000.0,0.0,49404.28,4192539.46,CO,6.0,,,,,,544541.17,0.0,12/31/2018,15427.5,0.0
Levi Tillemann,CO,U.S. House Colorado District 6,Representative,Regular,6/26/18,Lost,None,None,5.4200001,34.060001,No,White,No,No,No,No,Yes,Yes,No,,,,,,Yes,,,,,No,,Democrat,,,,,,,,,,,,,,"TILLEMANN, LEVI",H8CO06245,"TILLEMANN, LEVI",C,1.0,DEM,351801.95,0.0,351801.95,0.0,0.0,0.0,325.0,19000.0,0.0,472.68,0.0,0.0,326018.67,CO,6.0,,,,,,4000.0,0.0,10/09/2018,39201.36,4000.0
Stacey Abrams,GA,Governor of Georgia,Governor,Regular,5/22/18,Advanced,None,On the Ballot,-8.3400002,76.440002,Yes,Nonwhite,No,No,Yes,No,No,No,,Yes,,,,Yes,Yes,,Yes,,Yes,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacey Evans,GA,Governor of Georgia,Governor,Regular,5/22/18,Lost,None,None,-8.3400002,23.559999,No,White,No,No,No,Yes,No,No,,No,,,,No,No,,No,,No,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbara Seidman,GA,U.S. House Georgia District 1,Representative,Regular,5/22/18,Lost,None,None,-17.379999,32.459999,No,Nonwhite,No,No,No,No,No,No,,,,,,,,No,No,No,,,,Democrat,,,,,,,,,,,,,,"SEIDMAN, BARBARA A",H8GA01071,"SEIDMAN, BARBARA A",C,1.0,DEM,61668.0,0.0,56163.0,0.0,0.0,3086.0,7522.0,52350.0,0.0,0.0,0.0,0.0,2454.0,GA,1.0,,,,,,0.0,0.0,05/29/2018,0.0,0.0
Lisa Ring,GA,U.S. House Georgia District 1,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-17.379999,67.540001,Yes,White,No,No,No,No,No,No,,,,,,,Yes,Yes,No,Yes,,,,Democrat,,,,,,,,,,,,,,"RING, LISA M.",H8GA01063,"RING, LISA M.",C,1.0,DEM,224120.32,0.0,205896.38,0.0,0.0,18145.08,2025.0,0.0,0.0,0.0,0.0,0.0,212455.55,GA,1.0,,,,,,9639.77,0.0,12/31/2018,0.0,0.0
Chalis Montgomery,GA,U.S. House Georgia District 10,Representative,Regular,5/22/18,Lost,None,None,-28.209999,26.459999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Dien Winfield,GA,U.S. House Georgia District 10,Representative,Regular,5/22/18,Lost,None,None,-28.209999,23.33,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,"WINFIELD, RICHARD DIEN",H8GA10171,"WINFIELD, RICHARD DIEN",C,1.0,DEM,119100.64,0.0,128039.31,0.0,0.0,-8938.67,0.0,0.0,15000.0,0.0,0.0,15000.0,102844.92,GA,10.0,,,,,,1169.65,0.0,06/25/2018,2853.0,0.0
Tabitha Johnson-Green,GA,U.S. House Georgia District 10,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-28.209999,50.200001,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,"JOHNSON-GREEN, TABITHA",H8GA10197,"JOHNSON-GREEN, TABITHA",C,1.0,DEM,24773.15,1777.31,23591.44,0.0,0.0,1181.71,5280.0,0.0,0.0,0.0,0.0,0.0,17115.45,GA,10.0,,,,,,600.39,0.0,12/31/2018,75.0,0.0
Flynn Broady Jr.,GA,U.S. House Georgia District 11,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-30.129999,100.0,Yes,Nonwhite,Yes,No,No,No,No,No,,,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,"BROADY, FLYNN D. JR.",H8GA11062,"BROADY, FLYNN D. JR.",C,1.0,DEM,50187.0,0.0,47106.01,0.0,0.0,17.99,5995.0,20000.0,0.0,0.0,0.0,0.0,23575.09,GA,11.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0
Francys Johnson,GA,U.S. House Georgia District 12,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-17.629999,52.860001,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,"JOHNSON, FRANCYS",H8GA12078,"JOHNSON, FRANCYS",C,1.0,DEM,282355.12,0.0,282355.12,0.0,0.0,0.0,20379.69,0.0,0.0,0.0,0.0,0.0,231602.23,GA,12.0,,,,,,22559.91,5923.15,12/31/2018,4235.0,0.0
Robert Ingham,GA,U.S. House Georgia District 12,Representative,Regular,5/22/18,Lost,None,None,-17.629999,31.15,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Nesmith,GA,U.S. House Georgia District 12,Representative,Regular,5/22/18,Lost,None,None,-17.629999,15.99,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
